"id","title","authors","venue","year"
"conf/vldb/Brodie00","Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2","Michael L. Brodie","VLDB",2000
"conf/vldb/TengCY03","A Regression-Based Temporal Pattern Mining Scheme for Data Streams","Philip S. Yu, Wei-Guang Teng, Ming-Syan Chen","VLDB",2003
"journals/sigmod/Grefen02","What Will Be - Book Review","Paul W. P. J. Grefen","SIGMOD Record",2002
"conf/sigmod/PaparizosACJLNPSWWY03","TIMBER: A Native System for Querying XML","Laks V. S. Lakshmanan, Stelios Paparizos, Nuwee Wiwatwattana, Cong Yu, Jignesh M. Patel, H. V. Jagadish, Andrew Nierman, Divesh Srivastava, Adriane Chapman, Yuqing Wu, Shurug Al-Khalifa","SIGMOD Conference",2003
"conf/vldb/NgH94","Efficient and Effective Clustering Methods for Spatial Data Mining","Raymond T. Ng, Jiawei Han","VLDB",1994
"journals/sigmod/BarclayBGS94","Loading Databases Using Dataflow Parallelism","Prakash Sundaresan, Jim Gray, Robert Barnes, Tom Barclay","SIGMOD Record",1994
"conf/vldb/MillinerBP95","A Scalable Architecture for Autonomous Heterogeneous Database Interactions","Athman Bouguettaya, Steven Milliner, Mike P. Papazoglou","VLDB",1995
"conf/vldb/SenkulKT02","A Logical Framework for Scheduling Workflows under Resource Allocation Constraints","Michael Kifer, Pinar Senkul, Ismail H. Toroslu","VLDB",2002
"conf/vldb/ZimbraoS98","A Raster Approximation For Processing of Spatial Joins","Jano Moreira de Souza, Geraldo Zimbrao","VLDB",1998
"conf/sigmod/YuMWL01","Efficient and Effective Metasearch for Text Databases Incorporating Linkages among Documents","Weiyi Meng, Clement T. Yu, King-Lup Liu, Wensheng Wu","SIGMOD Conference",2001
"conf/sigmod/AcharyaFZ97","Balancing Push and Pull for Data Broadcast","Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin","SIGMOD Conference",1997
"journals/sigmod/SlivinskasJS02","Bringing Order to Query Optimization","Giedrius Slivinskas, Richard T. Snodgrass, Christian S. Jensen","SIGMOD Record",2002
"conf/vldb/Gupta96","The Changing Landscape of the Software Industry and its Implications for India","Umang Gupta","VLDB",1996
"conf/vldb/TamuraK99","Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems","Masahisa Tamura, Masaru Kitsuregawa","VLDB",1999
"conf/sigmod/FreedmanD95","The SPIFFI Scalable Video-on-Demand System","Craig S. Freedman, David J. DeWitt","SIGMOD Conference",1995
"conf/vldb/KamelF94","Hilbert R-tree: An Improved R-tree using Fractals","Ibrahim Kamel, Christos Faloutsos","VLDB",1994
"conf/vldb/HaasKU99","Loading a Cache with Query Results","Ioana Ursu, Donald Kossmann, Laura M. Haas","VLDB",1999
"conf/sigmod/SelfridgeSW96","IDEA: Interactive Data Exploration and Analysis","Lynn O. Wilson, Peter G. Selfridge, Divesh Srivastava","SIGMOD Conference",1996
"conf/sigmod/WangJLY03","Containment Join Size Estimation: Models and Methods","Haifeng Jiang, Hongjun Lu, Wei Wang, Jeffrey Xu Yu","SIGMOD Conference",2003
"conf/vldb/MurthyB03","XML Schemas in Oracle XML DB","Sandeepan Banerjee, Ravi Murthy","VLDB",2003
"conf/sigmod/Keim96","Databases and Visualization","Daniel A. Keim","SIGMOD Conference",1996
"journals/sigmod/ElmagarmidJF95","Wireless Client/Server Computing for Personal Information Services and Applications","Jin Jing, Tetsuya Furukawa, Ahmed K. Elmagarmid","SIGMOD Record",1995
"journals/sigmod/ArenasKKKMM03","The hyperion project: from data integration to data coordination","Marcelo Arenas, Vasiliki Kantere, Renée J. Miller, Anastasios Kementsietsidis, John Mylopoulos, Iluju Kiringa","SIGMOD Record",2003
"conf/sigmod/BohannonMR01","Main-Memory Index Structures with Fixed-Size Partial Keys","Philip Bohannon, Rajeev Rastogi, Peter McIlroy","SIGMOD Conference",2001
"conf/sigmod/DreyerDS95","Using the CALANDA Time Series Management System","Werner Dreyer, Angelika Kotz Dittrich, Duri Schmidt","SIGMOD Conference",1995
"conf/sigmod/LiBCS00","SPIRE: A Progressive Content-Based Spatial Image Retrieval Engine","Chung-Sheng Li, Vittorio Castelli, Lawrence D. Bergman, John R. Smith","SIGMOD Conference",2000
"journals/vldb/EvangelidisS97","The hB-Pi-Tree: A Multi-Attribute Index Supporting Concurrency, Recovery and Node Consolidation","Betty Salzberg, David B. Lomet, Georgios Evangelidis","VLDB J.",1997
"journals/vldb/C94b","Title, Foreword","?","VLDB J.",1994
"conf/sigmod/LakshmananNHP99","Optimization of Constrained Frequent Set Queries with 2-variable Constraints","Laks V. S. Lakshmanan, Alex Pang, Raymond T. Ng, Jiawei Han","SIGMOD Conference",1999
"journals/sigmod/Halevy03","Learning about data integration challenges from day one","Alon Y. Halevy","SIGMOD Record",2003
"conf/sigmod/KornMZ03","IPSOFACTO: A Visual Correlation Tool for Aggregate Network Traffic Data","Yunyue Zhu, S. Muthukrishnan, Flip Korn","SIGMOD Conference",2003
"conf/sigmod/WangSCRZP97","Structural Matching and Discovery in Document Databases","Jason Tsong-Li Wang, George Jyh-Shian Chang, Dennis Shasha, Girish Patel, Kaizhong Zhang, Liam Relihan","SIGMOD Conference",1997
"journals/vldb/HansonCDERTX98","A Flexible and Recoverable Client/Server Database Event Notification System","Chun Xu, Eric N. Hanson, Roxana Dastur, I.-Cheng Chen, Vijay Ramaswamy, Wendy Tan, Kurt Engel","VLDB J.",1998
"conf/sigmod/KeoghCMP01","Locally Adaptive Dimensionality Reduction for Indexing Large Time Series Databases","Kaushik Chakrabarti, Sharad Mehrotra, Eamonn J. Keogh, Michael J. Pazzani","SIGMOD Conference",2001
"conf/sigmod/LivnyRBCDLMW97a","DEVise: Integrated Querying and Visual Exploration of Large Datasets (Demo Abstract)","Jussi Myllymaki, Shilpa Lawande, Donko Donjerkovic, Raghu Ramakrishnan, Guangshun Chen, Kevin S. Beyer, Miron Livny, R. Kent Wenger","SIGMOD Conference",1997
"journals/sigmod/SayginVC01","Using Unknowns to Prevent Discovery of Association Rules","Chris Clifton, Yücel Saygin, Vassilios S. Verykios","SIGMOD Record",2001
"journals/sigmod/Ritter98","The Middleware Muddle","David Ritter","SIGMOD Record",1998
"conf/sigmod/ChenRW02","XCache: a semantic caching system for XML queries","Elke A. Rundensteiner, Song Wang, Li Chen","SIGMOD Conference",2002
"conf/sigmod/Olson95","Cover Your Assets","Michael A. Olson","SIGMOD Conference",1995
"journals/vldb/SakuraiYUK02","Spatial indexing of high-dimensional data based on relative approximation","Shunsuke Uemura, Masatoshi Yoshikawa, Yasushi Sakurai, Haruhiko Kojima","VLDB J.",2002
"conf/sigmod/McAuliffeCS96","Towards Effective and Efficient Free Space Management","Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe","SIGMOD Conference",1996
"conf/sigmod/DasGR03","Approximate Join Processing Over Data Streams","Johannes Gehrke, Abhinandan Das, Mirek Riedewald","SIGMOD Conference",2003
"journals/vldb/C95","Title, Announcement","?","VLDB J.",1995
"conf/vldb/WeberSB98","A Quantitative Analysis and Performance Study for Similarity-Search Methods in High-Dimensional Spaces","Stephen Blott, Roger Weber, Hans-Jörg Schek","VLDB",1998
"conf/vldb/Vingralek02","GnatDb: A Small-Footprint, Secure Database System","Radek Vingralek","VLDB",2002
"conf/sigmod/BeyerR99","Bottom-Up Computation of Sparse and Iceberg CUBEs","Kevin S. Beyer, Raghu Ramakrishnan","SIGMOD Conference",1999
"conf/sigmod/ChenGK01","Query Optimization In Compressed Database Systems","Zhiyuan Chen, Flip Korn, Johannes Gehrke","SIGMOD Conference",2001
"journals/sigmod/Snodgrass02b","Rights of TODS Readers, Authors and Reviewers","Richard T. Snodgrass","SIGMOD Record",2002
"journals/sigmod/CalvaneseGLV03","Reasoning on regular path queries","Giuseppe De Giacomo, Moshe Y. Vardi, Maurizio Lenzerini, Diego Calvanese","SIGMOD Record",2003
"conf/vldb/NatsevCSLV01","Supporting Incremental Join Queries on Ranked Inputs","John R. Smith, Yuan-Chi Chang, Chung-Sheng Li, Jeffrey Scott Vitter, Apostol Natsev","VLDB",2001
"conf/sigmod/JagadishLS99","Snakes and Sandwiches: Optimal Clustering Strategies for a Data Warehouse","Laks V. S. Lakshmanan, Divesh Srivastava, H. V. Jagadish","SIGMOD Conference",1999
"conf/sigmod/Bussler01","Semantic B2B Integration","Christoph Bussler","SIGMOD Conference",2001
"conf/sigmod/DanS95","An Online Video Placement Policy based on Bandwith to Space Ratio (BSR)","Dinkar Sitaram, Asit Dan","SIGMOD Conference",1995
"journals/sigmod/Aberer02c","Book Review Column","Karl Aberer","SIGMOD Record",2002
"journals/tods/GutingBEJLSV00","A foundation for representing and quering moving objects","Michael H. Böhlen, Christian S. Jensen, Michalis Vazirgiannis, Nikos A. Lorentzos, Markus Schneider, Ralf Hartmut Güting, Martin Erwig","ACM Trans. Database Syst.",2000
"conf/sigmod/HanKS97","GeoMiner: A System Prototype for Spatial Data Mining","Jiawei Han, Nebojsa Stefanovic, Krzysztof Koperski","SIGMOD Conference",1997
"conf/vldb/RosenthalS94","Data Integration in the Large: The Challenge of Reuse","Leonard J. Seligman, Arnon Rosenthal","VLDB",1994
"conf/vldb/MengLLA03","OrientStore: A Schema Based Native XML Storage System","Jing An, Mong-Li Lee, Daofeng Luo, Xiaofeng Meng","VLDB",2003
"conf/vldb/KornMS02","Reverse Nearest Neighbor Aggregates Over Data Streams","Flip Korn, S. Muthukrishnan, Divesh Srivastava","VLDB",2002
"journals/sigmod/Segev94","Editor's Notes","Arie Segev","SIGMOD Record",1994
"conf/vldb/SakuraiYKU01","Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation","Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka","VLDB",2001
"journals/tods/YanG94","Index Structures for Selective Dissemination of Information Under the Boolean Model","Tak W. Yan, Hector Garcia-Molina","ACM Trans. Database Syst.",1994
"conf/sigmod/Maguire01","Catalog Management in Websphere Commerce Suite","Thomas Maguire","SIGMOD Conference",2001
"conf/sigmod/BabcockO03","Distributed Top-K Monitoring","Chris Olston, Brian Babcock","SIGMOD Conference",2003
"conf/sigmod/GuptaMR95","Adapting Materialized Views after Redefinitions","Ashish Gupta, Inderpal Singh Mumick, Kenneth A. Ross","SIGMOD Conference",1995
"journals/sigmod/NascimentoSP03","Analysis of SIGMOD's co-authorship graph","Mario A. Nascimento, Jörg Sander, Jeffrey Pound","SIGMOD Record",2003
"conf/sigmod/RundensteinerCCSO00","SERFing the Web: Web Site Management Made Easy","Kajal T. Claypool, Elke A. Rundensteiner, Hong Su, Keiji Oenoki, Li Chen","SIGMOD Conference",2000
"journals/vldb/C94","Title, Foreword","?","VLDB J.",1994
"journals/sigmod/RossCGJBV99","Reminiscences on Influential Papers","Jan Van den Bussche, Surajit Chaudhuri, Moshe Y. Vardi, Kenneth A. Ross, Gösta Grahne, H. V. Jagadish","SIGMOD Record",1999
"conf/sigmod/SionAP03","Rights Protection for Relational Data","Sunil Prabhakar, Radu Sion, Mikhail J. Atallah","SIGMOD Conference",2003
"conf/sigmod/AdelbergD99","Nodose Version 2.0","Brad Adelberg, Matthew Denny","SIGMOD Conference",1999
"conf/vldb/SayalCDS02","Business Process Cockpit","Umeshwar Dayal, Mehmet Sayal, Ming-Chien Shan, Fabio Casati","VLDB",2002
"conf/vldb/BargaP95","A Practical and Modular Implementation of Extended Transaction Models","Roger S. Barga, Calton Pu","VLDB",1995
"conf/sigmod/ChenCPPSTM00","Internet Traffic Warehouse","Claudio Petrone, Marco Mesiti, Munir Cochinwala, Patrizia Santa, Chung-Min Chen, Sunil Samtani, Marc Pucci","SIGMOD Conference",2000
"conf/sigmod/FernandezMS01","Efficient Evaluation of XML Middle-ware Queries","Mary F. Fernandez, Dan Suciu, Atsuyuki Morishima","SIGMOD Conference",2001
"conf/vldb/OzsuLON01","An Extendible Hash for Multi-Precision Similarity Querying of Image Databases","M. Tamer Özsu, Shu Lin, Raymond T. Ng, Vincent Oria","VLDB",2001
"journals/tods/ChoG03","Effective page refresh policies for Web crawlers","Junghoo Cho, Hector Garcia-Molina","ACM Trans. Database Syst.",2003
"journals/sigmod/ChenHKPW94","Metadata for Mixed-Media Access","Julian Kupiec, Jan O. Pedersen, Lynn Wilcox, Marti A. Hearst, Francine Chen","SIGMOD Record",1994
"conf/vldb/SevcikK96","Filter Trees for Managing Spatial Data over a Range of Size Granularities","Kenneth C. Sevcik, Nick Koudas","VLDB",1996
"journals/sigmod/CfP99","The Active Database Central, ER2000, VLDB 2000, WISE 2000, Books, ACM DL","?","SIGMOD Record",1999
"conf/vldb/MatiasVW00","Dynamic Maintenance of Wavelet-Based Histograms","Yossi Matias, Jeffrey Scott Vitter, Min Wang","VLDB",2000
"conf/sigmod/WangPFY03","ViST: A Dynamic Index Method for Querying XML Data by Tree Structures","Wei Fan, Sanghyun Park, Philip S. Yu, Haixun Wang","SIGMOD Conference",2003
"journals/vldb/DanYC95","Characterization of Database Access Pattern for Analytic Prediction of Buffer Hit Probability","Jen-Yao Chung, Asit Dan, Philip S. Yu","VLDB J.",1995
"journals/sigmod/MillerHHYHFP01","The Clio Project: Managing Heterogeneity","Renée J. Miller, C. T. Howard Ho, Lucian Popa, Ling-Ling Yan, Ronald Fagin, Mauricio A. Hernández, Laura M. Haas","SIGMOD Record",2001
"conf/vldb/GravanoG97","Merging Ranks from Heterogeneous Internet Sources","Hector Garcia-Molina, Luis Gravano","VLDB",1997
"conf/sigmod/ChawatheG97","Meaningful Change Detection in Structured Data","Hector Garcia-Molina, Sudarshan S. Chawathe","SIGMOD Conference",1997
"conf/vldb/GarofalakisG02","Querying and Mining Data Streams: You Only Get One Look","Minos N. Garofalakis, Johannes Gehrke","VLDB",2002
"conf/vldb/FlorescuLS98","Is Web-site Management a Database Problem?","Daniela Florescu, Dan Suciu, Alon Y. Levy","VLDB",1998
"conf/vldb/Kuhn03","The Zero-Delay Data Warehouse: Mobilizing Heterogeneous Databases","eva Kühn","VLDB",2003
"journals/sigmod/LudwigG00","Report in ISDO '00: The CAiSE*00 Workshop on Infrastructures for Dynamic Business-to-Business Service Outsourcinga","Paul W. P. J. Grefen, Heiko Ludwig","SIGMOD Record",2000
"conf/vldb/SrinivasanDFCJYKTDB00","Oracle8i Index-Organized Table and Its Application to New Domains","Anh-Tuan Tran, Chuck Freiwald, Aravind Yalamanchi, Samuel DeFazio, Souripriya Das, Ramkumar Krishnan, Jagannathan Srinivasan, Mahesh Jagannath, Eugene Inseok Chong, Jayanta Banerjee","VLDB",2000
"conf/vldb/SteenhagenABB94","From Nested-Loop to Join Queries in OODB","Peter M. G. Apers, Hennie J. Steenhagen, Henk M. Blanken, Rolf A. de By","VLDB",1994
"conf/sigmod/ChristophidesCS00","On Wrapping Query Languages and Efficient XML Integration","Jérôme Siméon, Vassilis Christophides, Sophie Cluet","SIGMOD Conference",2000
"journals/sigmod/RashidS00","Object Database Evolution Using Separation of Concerns","Peter Sawyer, Awais Rashid","SIGMOD Record",2000
"conf/vldb/Schoning03","Commercial Use of Database Technology","Harald Schöning","VLDB",2003
"journals/sigmod/McClatcheyV97","Workshop on Workflow Management in Scientific and Engineering Applications - Report","Gottfried Vossen, Richard McClatchey","SIGMOD Record",1997
"journals/tods/KorthS94","Formal Aspects of Concurrency Control in Long-Duration Transaction Systems Using the NT/PV Model","Henry F. Korth, Gregory D. Speegle","ACM Trans. Database Syst.",1994
"conf/sigmod/JonssonFS98","Interaction of Query Evaluation and Buffer Management for Information Retrieval","Björn Þór Jónsson, Divesh Srivastava, Michael J. Franklin","SIGMOD Conference",1998
"conf/vldb/ChaudhuriG99","Evaluating Top-k Selection Queries","Luis Gravano, Surajit Chaudhuri","VLDB",1999
"journals/sigmod/BusslerFM02","A Conceptual Architecture for Semantic Web Enabled Web Services","Dieter Fensel, Alexander Maedche, Christoph Bussler","SIGMOD Record",2002
"journals/vldb/C95b","Title, Preface to the Special Issue on Persistent Object Systems","?","VLDB J.",1995
"conf/sigmod/BerchtoldBK98","The Pyramid-Technique: Towards Breaking the Curse of Dimensionality","Christian Böhm, Hans-Peter Kriegel, Stefan Berchtold","SIGMOD Conference",1998
"conf/sigmod/GillmannWSWW00","A Goal-driven Auto-Configuration Tool for the Distributed Workflow Management System Mentor-lite","German Shegalov, Gerhard Weikum, Wolfgang Wonner, Michael Gillmann, Jeanine Weißenfels","SIGMOD Conference",2000
"conf/vldb/LimWPVP02","XPathLearner: An On-line Self-Tuning Markov Histogram for XML Path Selectivity Estimation","Lipyeow Lim, Ronald Parr, Jeffrey Scott Vitter, Sriram Padmanabhan, Min Wang","VLDB",2002
"conf/vldb/AgarwalADGNRS96","On the Computation of Multidimensional Aggregates","Sunita Sarawagi, Ashish Gupta, Rakesh Agrawal, Prasad Deshpande, Jeffrey F. Naughton, Sameet Agarwal, Raghu Ramakrishnan","VLDB",1996
"conf/vldb/RantzauCHM02","Champagne: Data Change Propagation for Heterogeneous Information Systems","Holger Meinecke, Uwe Heinkel, Ralf Rantzau, Carmen Constantinescu","VLDB",2002
"conf/sigmod/BohannonDGKLNS03","ROLEX: Relational On-Line Exchange with XML","Pradeep Shenoy, Xin Dong, Henry F. Korth, Philip Bohannon, P. P. S. Narayan, Chengkai Li, Sumit Ganguly","SIGMOD Conference",2003
"conf/vldb/HulgeriS03","AniPQO: Almost Non-intrusive Parametric Query Optimization for Nonlinear Cost Functions","Arvind Hulgeri, S. Sudarshan","VLDB",2003
"conf/vldb/StohrR01","WARLOCK: A Data Allocation Tool for Parallel Warehouses","Thomas Stöhr, Erhard Rahm","VLDB",2001
"journals/sigmod/Franklin99","Editor's Notes","Michael J. Franklin","SIGMOD Record",1999
"conf/sigmod/AgrawalCFGHIIMMSS94","Quest: A Project on Database Mining","Ramakrishnan Srikant, Balakrishna R. Iyer, Christos Faloutsos, Arun N. Swami, H. Miranda, Sakti P. Ghosh, A. Mahboob, Maurice A. W. Houtsma, Michael J. Carey, Tomasz Imielinski, Rakesh Agrawal","SIGMOD Conference",1994
"conf/vldb/ChaHKK01","Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems","Sangyong Hwang, Kihong Kim, Sang Kyun Cha, Keunjoo Kwon","VLDB",2001
"conf/sigmod/HernandezMHYHT01","Clio: A Semi-Automatic Tool For Schema Mapping","Laura M. Haas, Renée J. Miller, Mauricio A. Hernández","SIGMOD Conference",2001
"conf/sigmod/HillyerS96","Random I/O Scheduling in Online Tertiary Storage Systems","Bruce Hillyer, Abraham Silberschatz","SIGMOD Conference",1996
"journals/sigmod/MedskerCS95","A Comparison of Three User Interfaces to Relational Microcomputer Data Bases","Carl Medsker, Margaret Christensen, Il-Yeol Song","SIGMOD Record",1995
"conf/vldb/CosleyLP02","REFEREE: An Open Framework for Practical Testing of Recommender Systems using ResearchIndex","Dan Cosley, Steve Lawrence, David M. Pennock","VLDB",2002
"conf/vldb/PereiraFLS00","Publish/Subscribe on the Web at Extreme Speed","Dennis Shasha, Radu Preotiuc-Pietro, João Pereira, Kenneth A. Ross, François Llirbat, Françoise Fabret","VLDB",2000
"journals/sigmod/GottlobKP03","XPath Processing in a Nutshell","Georg Gottlob, Christoph Koch, Reinhard Pichler","SIGMOD Record",2003
"conf/sigmod/GatziuGD95","The SAMOS Active DBMS Prototype","Klaus R. Dittrich, Stella Gatziu, Andreas Geppert","SIGMOD Conference",1995
"conf/vldb/BassiliadesV95","A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems","Nick Bassiliades, Ioannis P. Vlahavas","VLDB",1995
"conf/sigmod/Bosworth03","The Future of Web Services - I","Adam Bosworth","SIGMOD Conference",2003
"journals/vldb/LiCHH01","Supporting efficient multimedia database exploration","K. Selçuk Candan, Yoshinori Hara, Kyoji Hirata, Wen-Syan Li","VLDB J.",2001
"journals/vldb/BunemanFS00","UnQL: A Query Language and Algebra for Semistructured Data Based on Structural Recursion","Mary F. Fernandez, Peter Buneman, Dan Suciu","VLDB J.",2000
"conf/vldb/StohrMR00","Multi-Dimensional Database Allocation for Parallel Data Warehouses","Holger Märtens, Erhard Rahm, Thomas Stöhr","VLDB",2000
"conf/vldb/LockemannKKKN97","The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy","Arne Koschel, Ralf Kramer, Ralf Nikolai, Peter C. Lockemann, Mechtild Wallrath, Ulrike Kölsch, Hans-Dirk Walter","VLDB",1997
"conf/vldb/NetzCBF00","Integration of Data Mining with Database Technology","Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad","VLDB",2000
"conf/vldb/Greco98","Binding Propagation in Disjunctive Databases","Sergio Greco","VLDB",1998
"conf/vldb/GrumbachRS00","Manipulating Interpolated Data is Easier than You Thought","Stéphane Grumbach, Philippe Rigaux, Luc Segoufin","VLDB",2000
"conf/sigmod/NgWY01","Iceberg-cube computation with PC clusters","Yu Yin, Raymond T. Ng, Alan S. Wagner","SIGMOD Conference",2001
"conf/vldb/LabioYCGW00","Performance Issues in Incremental Warehouse Maintenance","Hector Garcia-Molina, Wilburt Labio, Yingwei Cui, Jennifer Widom, Jun Yang","VLDB",2000
"journals/sigmod/Snodgrass97a","Chair's Message","Richard T. Snodgrass","SIGMOD Record",1997
"journals/sigmod/Gunther97","Environment Information Systems - Guest Editor's Foreword","Oliver Günther","SIGMOD Record",1997
"journals/sigmod/PuSW01","Infosphere Project: System Support for Information Flow Applications","Calton Pu, Jonathan Walpole, Karsten Schwan","SIGMOD Record",2001
"journals/sigmod/WenLMZ03","A Multi-paradigm Querying Approach for a Generic Multimedia Database Management System","Ji-Rong Wen, Qing Li, Wei-Ying Ma, HongJiang Zhang","SIGMOD Record",2003
"journals/sigmod/McHughW97","Integrating Dynamically-Fetched External Information into a DBMS for Semistructured Data","Jennifer Widom, Jason McHugh","SIGMOD Record",1997
"conf/vldb/ScheuermannSV96","WATCHMAN : A Data Warehouse Intelligent Cache Manager","Peter Scheuermann, Radek Vingralek, Junho Shim","VLDB",1996
"journals/vldb/DattaDVRN01","An architecture to support scalable online personalization on the Web","Kaushik Dutta, Debra E. VanderMeer, Krithi Ramamritham, Anindya Datta, Shamkant B. Navathe","VLDB J.",2001
"journals/vldb/BonifatiCP01","Active rules for XML: A new paradigm for E-services","Stefano Ceri, Stefano Paraboschi, Angela Bonifati","VLDB J.",2001
"journals/sigmod/Gallagher94","Influencing Database Language Standards","Leonard Gallagher","SIGMOD Record",1994
"conf/sigmod/Tajima96","Static Detection of Security Flaws in Object-Oriented Databases","Keishi Tajima","SIGMOD Conference",1996
"journals/sigmod/WuY00","Report on Second International Workshop on Advanced Issues of E-Commerce and Web-based Information Systems","Philip S. Yu, Kun-Lung Wu","SIGMOD Record",2000
"journals/tods/CaldersNW02","Searching for dependencies at multiple abstraction levels","Jef Wijsen, Toon Calders, Raymond T. Ng","ACM Trans. Database Syst.",2002
"conf/sigmod/ShuklaD00","Tutorial: LDAP Directory Services - Just Another Database Application?","Anand Deshpande, Shridhar Shukla","SIGMOD Conference",2000
"conf/sigmod/Jagadish94","Databases for Networks","H. V. Jagadish","SIGMOD Conference",1994
"conf/sigmod/WoelkBJOTU95","Carnot and InfoSleuth: Database Technology and the World Wide Web","K. Ong, Christine Tomlinson, Darrell Woelk, C. Unnikrishnan, William Bohrer, Nigel Jacobs","SIGMOD Conference",1995
"journals/vldb/HalkidiNVV03","THESUS: Organizing Web document collections based on link semantics","Benjamin Nguyen, Iraklis Varlamis, Maria Halkidi, Michalis Vazirgiannis","VLDB J.",2003
"journals/sigmod/Lomet98","B-tree Page Size When Caching is Considered","David B. Lomet","SIGMOD Record",1998
"conf/vldb/GuptaHQ95","Aggregate-Query Processing in Data Warehousing Environments","Venky Harinarayan, Dallan Quass, Ashish Gupta","VLDB",1995
"conf/vldb/GravanoG95","Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies","Luis Gravano, Hector Garcia-Molina","VLDB",1995
"journals/sigmod/Hoffner03","Fundamentals of data warehouses: 2nd revised and extended edition","Vernon Hoffner","SIGMOD Record",2003
"conf/sigmod/ArasuBBDIRW03","STREAM: The Stanford Stream Data Manager","Jennifer Widom, Mayur Datar, Shivnath Babu, Justin Rosenstein, Itaru Nishizawa, Arvind Arasu, Keith Ito, Brian Babcock","SIGMOD Conference",2003
"conf/vldb/Baru96","Performance of Future Database Systems: Bottlenecks and Bonananzas","Chaitanya K. Baru","VLDB",1996
"conf/vldb/YanL95","Eager Aggregation and Lazy Aggregation","Weipeng P. Yan, Per-Åke Larson","VLDB",1995
"journals/tods/WandSW99","An Ontological Analysis of the Relationship Construct in Conceptual Modeling","Veda C. Storey, Yair Wand, Ron Weber","ACM Trans. Database Syst.",1999
"conf/vldb/ChaudhuriGS95","Retrieval of Composite Multimedia Objects","Surajit Chaudhuri, Shahram Ghandeharizadeh, Cyrus Shahabi","VLDB",1995
"conf/vldb/DattaRT99","Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses","Helen M. Thomas, Krithi Ramamritham, Anindya Datta","VLDB",1999
"conf/vldb/RothOH99","Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System","Mary Tork Roth, Laura M. Haas, Fatma Ozcan","VLDB",1999
"conf/vldb/BernsteinPS99","Context-Based Prefetch for Implementing Objects on Relations","Philip A. Bernstein, David Shutt, Shankar Pal","VLDB",1999
"journals/sigmod/Rosneblatt94","Unix RDBMS: The Next Generation","Bill Rosneblatt","SIGMOD Record",1994
"conf/vldb/ChoenniV00","Design and Implementation of a Genetic-Based Algorithm for Data Mining","Sunil Choenni","VLDB",2000
"journals/sigmod/YauLMS99","On Multi-Resolution Document Transmission in Mobile Web","Stanley M. T. Yau, Antonio Si, Dennis McLeod, Hong Va Leong","SIGMOD Record",1999
"journals/vldb/RafieiM02","Efficient retrieval of similar shapes","Davood Rafiei, Alberto O. Mendelzon","VLDB J.",2002
"journals/tods/BeneventanoBS03","Description logics for semantic query optimization in object-oriented database systems","Claudio Sartori, Sonia Bergamaschi, Domenico Beneventano","ACM Trans. Database Syst.",2003
"journals/vldb/JagadishKNS00","One-dimensional and multi-dimensional substring selectivity estimation","Raymond T. Ng, Divesh Srivastava, H. V. Jagadish, Olga Kapitskaia","VLDB J.",2000
"conf/vldb/MarronL01","On Processing XML in LDAP","Pedro José Marrón, Georg Lausen","VLDB",2001
"conf/sigmod/DasuJMS02","Mining database structure; or, how to build a data quality browser","Vladislav Shkapenyuk, Tamraparni Dasu, S. Muthukrishnan, Theodore Johnson","SIGMOD Conference",2002
"journals/sigmod/KuoM96","Real-Time Database - Similarity Semantics and Resource Scheduling","Tei-Wei Kuo, Aloysius K. Mok","SIGMOD Record",1996
"conf/vldb/AbiteboulMRVW98","Incremental Maintenance for Materialized Views over Semistructured Data","Vasilis Vassalos, Janet L. Wiener, Michael Rys, Serge Abiteboul, Jason McHugh","VLDB",1998
"conf/sigmod/RadekeBBEKKN95","Efendi: Federated Database System of Cadlab","Bernd Burkert, Yaron Engel, Ralf Böttger, Gerd Kachel, Elke Radeke, Silvia Kolmschlag, Dietmar Nolte","SIGMOD Conference",1995
"journals/sigmod/Alonso94","Trade Press News","Rafael Alonso","SIGMOD Record",1994
"conf/vldb/ManegoldBK00","What Happens During a Join? Dissecting CPU and Memory Optimization Effects","Stefan Manegold, Martin L. Kersten, Peter A. Boncz","VLDB",2000
"conf/sigmod/WolfsonSXZC99","DOMINO: Databases fOr MovINg Objects tracking","Jutai Zhou, Ouri Wolfson, Sam Chamberlain, A. Prasad Sistla, Bo Xu","SIGMOD Conference",1999
"journals/tods/AmmannJR97","Applying Formal Methods to Semantic-Based Decomposition of Transactions","Paul Ammann, Indrakshi Ray, Sushil Jajodia","ACM Trans. Database Syst.",1997
